latitude,longitude,altitude,geometry,coordinates,@id,amenity,type,addr:city,addr:street,building,name,name:de,name:en,name:es,name:fa,name:hi,name:ru,name:zh,opening_hours,phone,religion,tourism,website,wikidata,wikipedia,access,addr:postcode,castle_type,height,historic,name:ar,name:he,name:ml,name:ta,old_name,barrier,denomination,krishna,alt_name,name:fr,name:it,name:pt,name:uk,start_date,source,building:levels,building:material,building:colour,historic:civilization,landuse,operator,area,building:height,min_height,fixme,leisure,man_made,note,material,addr:housename,natural,name:ur,place_of_worship,addr:country,heritage:operator,is_in:city,is_in:continent,is_in:country,is_in:country_code,is_in:iso_3166_2,name:az,name:bn,name:el,name:ja,name:ka,name:ko,name:th,ref:whc,whc:criteria,whc:inscription_date,wikipedia:en,addr:housenumber,addr:state,name:cs,name:id,name:vi,short_name:zh,int_name,description,name:be,name:gu,name:mr,name:ne,name:nl,name:sa,name:te,wheelchair,length,name:pa,width,cemetery,memorial,roof:shape,addr:suburb,service_times,tomb,bicycle,opening_hours:covid19,created_by,is_in,name:ca,url,wikimedia_commons,addr:place,addr:unit,level,addr:district,addr:subdistrict,inscription,addr:full
28.69102,77.051812,,Point,,node/8151145609,place_of_worship,,,,,Shiv Dham Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"V-184, Near Naag Mandir, 40 Feet Rd, Avadh Vihar, Block V, Prem Nagar II, Prem Nagar, New Delhi, Delhi"
28.690936,77.088327,,Point,,node/8151145610,place_of_worship,,,,,Baba Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop-P-6,108, Block P, Mangolpuri S Block, Delhi,"
28.690698,77.191925,,Point,,node/8151145611,place_of_worship,,,,,Prachin Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Main G.T Road opp Gurudwara Rana Pratap Bagh, Swami Narayan Underpass Rd, Daulat Ram Dharamvir Axles, Ashok Vihar, Delhi,"
28.690636,77.203205,,Point,,node/8151145612,place_of_worship,,,,,Shri Krishna Gyan Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B6/B, Block B, Single Storey, Vijay Nagar, Block A, Vijay Nagar, New Delhi, Delhi"
28.6905694,77.0782267,,Point,,node/8151145613,place_of_worship,,,,,Mazara Mata Shera Wali Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sultanpur Majra Village, Sultanpuri, New Delhi, Delhi"
28.5333835,77.2944124,,Point,,node/8151145614,place_of_worship,,,,,Arya Samaj Mandir Sarita Vihar,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24, Maharaja Agarsen Marg, Sarita Vihar, G Block, Sarita Vihar, New Delhi, Delhi"
28.690381,77.177711,,Point,,node/8151145615,place_of_worship,,,,,Ram Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phase 3, Ashok Vihar III, Ashok Vihar, New Delhi, Delhi"
28.690165,77.163573,,Point,,node/8151145616,place_of_worship,,,,,Shri Vednath Mahadev Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashok Vihar, Phase-I, Pocket F, Phase 1, Ashok Vihar, Delhi,"
28.690085,77.081902,,Point,,node/8151145617,place_of_worship,,,,,Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T- 841, Rd Number 316, Block T, Mangolpuri S Block, Delhi,"
28.6898427,77.057798,,Point,,node/8151145618,place_of_worship,,,,,Nav Durga Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nav Durga Mandir Marg, Block H, Prem Nagar I, Kirari Suleman Nagar, Block A, Prem Nagar II, Prem Nagar, New Delhi, Delhi"
28.689707,77.084085,,Point,,node/8151145619,place_of_worship,,,,,Jai Santoshi Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S, DDA Market, Block R, Mangolpuri S Block, Delhi,"
28.6896641,77.2019597,,Point,,node/8151145620,place_of_worship,,,,,Shri Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sant Kirpal Singh Marg, vijaynagar, Block B, GTB Nagar, Delhi,"
28.6896277,77.1300477,,Point,,node/8151145621,place_of_worship,,,,,Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rani Bagh Rd, Sant Nagar, Rani Bagh, Pitam Pura, Delhi,"
28.6895047,77.1710489,,Point,,node/8151145622,place_of_worship,,,,,Shri Ram Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashok Vihar Phase 1 Rd, J BLock, Police Colony, Pocket J, Phase 1, Ashok Vihar, Delhi,"
28.6893865,77.0725378,,Point,,node/8151145623,place_of_worship,,,,,Sheetla Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A77, Raj Park, Sultanpuri, Delhi,"
28.689096,77.08091,,Point,,node/8151145624,place_of_worship,,,,,Nageshwar Nath Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Near Bharat Gas Agency, Block T, Mangolpuri S Block, Delhi,"
28.689084,77.093868,,Point,,node/8151145625,place_of_worship,,,,,Jai Baba Ramdev Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block B, Mangolpuri S Block, Delhi,"
28.6890747,77.1572104,,Point,,node/8151145626,place_of_worship,,,,,Pardeswar Dham Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block C3, Keshav Puram, Tri Nagar, Delhi,"
28.6890355,77.082143,,Point,,node/8151145627,place_of_worship,,,,,Baba Durbal Nath Mandir Dr Ajeet Clinick,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block S, Mangolpuri S Block, Delhi,"
28.689002,77.095129,,Point,,node/8151145628,place_of_worship,,,,,Vaishno Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block B, Mangolpuri S Block, Delhi,"
28.688932,77.089298,,Point,,node/8151145629,place_of_worship,,,,,Shri Durbal Nath Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Katter Market Rd, Block Q, Mangolpuri S Block, Delhi,"
28.6886657,77.1995054,,Point,,node/8151145630,place_of_worship,,,,,Sidh Baba Balak Nath Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23, Double Storey Rd, vijaynagar, Block 6, Vijay Nagar, Delhi,"
28.6885571,77.1902988,,Point,,node/8151145631,place_of_worship,,,,,Guru Gorakh Nath Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A7A/11, Block A, Rana Pratap Bagh, Ashok Vihar, Delhi,"
28.6885538,77.0286508,,Point,,node/8151145632,place_of_worship,,,,,Shri Khatu Shyam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mundka, New Friends Enclave, Near Mundka Railway Station, West Cabin Block, Mundka, Delhi,"
28.5332946,77.2203503,,Point,,node/8151145633,place_of_worship,,,,,Arya Samaj Mandir Marriage Center,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95/1, Khirki Extension, Panchsheel Vihar, Pocket A, Khirki Extension, Malviya Nagar, New Delhi, Delhi"
28.688466,77.160172,,Point,,node/8151145634,place_of_worship,,,,,Shri Shani Dhaam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B-4, Nagrik Seva Committee, Keshav Puram, B-4 Block, Keshav Puram, Tri Nagar, Delhi,"
28.6884653,77.123105,,Point,,node/8151145635,place_of_worship,,,,,J.K.Khattar,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arya Samaj प्रधान India, Neelamber apartment Satish Marg, Co-operative Group Housing Societies Pitampura, Sainik Vihar, Pitam Pura, Delhi,"
28.688465,77.173886,,Point,,node/8151145636,place_of_worship,,,,,Kali Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prakashvir Shastri Marg, Near Water Tank, Wazirpur, Wazirpur Village, Ashok Vihar, Delhi,"
28.688252,77.221402,,Point,,node/8151145637,place_of_worship,,,,,Arya Samaj Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ring Road, Civil Lines, Near Vidhansabha Metro Station Gate No. 01, New Delhi, Khyber Pass, Civil Lines, New Delhi, Delhi"
28.688094,77.193764,,Point,,node/8151145638,place_of_worship,,,,,Buddha Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rana Pratap Bagh Rd, Block A, CC Colony, Ashok Vihar, Delhi,"
28.6878427,77.1230558,,Point,,node/8151145639,place_of_worship,,,,,Ram Janki Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145, Captain Satish Marg, Co-operative Group Housing Societies Pitampura, Pitam Pura, Delhi,"
28.6877265,77.1907182,,Point,,node/8151145640,place_of_worship,,,,,Arya Samaj Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A6/6, Block A, Rana Pratap Bagh, Ashok Vihar, Delhi,"
28.6876912,77.1723716,,Point,,node/8151145641,place_of_worship,,,,,Shri Jhulelal Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashok Vihar, Phase 1, J BLock, Pocket J, Pocket K, Phase 1, Ashok Vihar, Delhi,"
28.687543,77.160577,,Point,,node/8151145642,place_of_worship,,,,,Lal Sai Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B4/5, B-4 Block, Keshav Puram, Tri Nagar, Delhi,"
28.5330872,76.975873,,Point,,node/8151145643,place_of_worship,,,,,सिद्धाश्रम धाम,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"बडूसराय, Badusarai, Najafgarh, Badusarai, New Delhi, Delhi"
28.6872962,77.1884196,,Point,,node/8151145644,place_of_worship,,,,,Gaurakhnath Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A7/11, Block A, DVB Colony, Ashok Vihar, Delhi,"
28.6868577,77.1295146,,Point,,node/8151145645,place_of_worship,,,,,Arya Samaj Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rani Bagh, Harsh Vihar, Rani Bagh Rd, Main Bazar, Pitam Pura, Delhi,"
28.6866597,77.1495202,,Point,,node/8151145646,place_of_worship,,,,,Shri Periasami Temple F/Block,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", JJ Colony, Shakurpur Colony, Shakurpur, New Delhi, Delhi"
28.686602,77.153301,,Point,,node/8151145647,place_of_worship,,,,,Shri Sai Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-2, Lawrence Rd, Dr Lohia Industrial Area, Keshav Puram, Tri Nagar, New Delhi, Delhi"
28.5330601,77.2572035,,Point,,node/8151145648,place_of_worship,,,,,Shri Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guru Ravidas Marg, DDA Flats Kalkaji, Harijan Colony, Block D, Block D, Kalkaji, New Delhi, Delhi"
28.68566,77.130885,,Point,,node/8151145649,place_of_worship,,,,,Shree Sanatan Dharm Sabha Krishna Mandir Satsang Bhawan,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"845, Rani Bagh Rd, Multani Mohalla, Rishi Nagar, Pitam Pura, Delhi,"
28.685568,77.125511,,Point,,node/8151145650,place_of_worship,,,,,Santoshi Mata Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"572, Rishi Nagar, Pitam Pura, Delhi,"
28.6855626,77.1725929,,Point,,node/8151145651,place_of_worship,,,,,Hari Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SFS FLATS, Bunkar Colony, Phase 4, Ashok Vihar IV, Ashok Vihar, Delhi,"
28.6853392,77.2009766,,Point,,node/8151145652,place_of_worship,,,,,Sadhubela Temple,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block 6, Roop Nagar, Delhi,"
28.6851313,77.129027,,Point,,node/8151145653,place_of_worship,,,,,Ramtirth Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Multani Mohalla, Rishi Nagar, Pitam Pura, New Delhi, Delhi"
28.6850614,77.1398475,,Point,,node/8151145654,place_of_worship,,,,,Ram Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"K Block, Block K, Shakurpur Colony, Pitam Pura, New Delhi, Delhi"
28.685008,77.124236,,Point,,node/8151145655,place_of_worship,,,,,Hanuman Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H-311, Gali Number 5, Rishi Nagar, Pitam Pura, Delhi,"
28.684957,77.061019,,Point,,node/8151145656,place_of_worship,,,,,Shri Shiv Ganga Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C-Block, Block A, JJ Colony No 2, Nangloi, Delhi,"
28.5329968,77.2069898,,Point,,node/8151145657,place_of_worship,,,,,Shree Geeta Bhavan Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malviya Nagar Rd, Block 1, Block A, 7 Block, New Delhi, Delhi"
28.6848088,77.2029287,,Point,,node/8151145658,place_of_worship,,,,,Mankameshwari Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Satyawati Marg Block C Maurice Nagar Roop Nagar नई दिल्ली North Delhi Delhi Republic of, Block C, Maurice Nagar, Roop Nagar, Delhi,"
28.6848038,77.1736473,,Point,,node/8151145659,place_of_worship,,,,,Hari Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SFS DDA Flats, Phase IV, Bunkar Colony, Block A, Nimri Colony, Ashok Vihar, Delhi,"
28.6845923,77.1866208,,Point,,node/8151145660,place_of_worship,,,,,Shree Aksharpurushottam Swaminarayan Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swaminarayan Marg, Kakaji Lane, Ashok Vihar Ph III, Ashok Vihar III, Ashok Vihar, Delhi,"
28.6844838,77.1895994,,Point,,node/8151145661,place_of_worship,,,,,Geeta Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B-Block,Rana Pratap Bagh, DVB Colony, Ashok Vihar, Delhi,"
28.6844229,77.1280682,,Point,,node/8151145662,place_of_worship,,,,,Krishna mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rani Bagh, Pitam Pura, Delhi,"
28.6844147,77.1565601,,Point,,node/8151145663,place_of_worship,,,,,Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hathora Ram Park Rd, Keshav Puram, Tri Nagar, Delhi,"
28.6842696,77.1410022,,Point,,node/8151145664,place_of_worship,,,,,Thakur Dwara Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shakurpur Village, Shakurpur, New Delhi, Delhi"
28.6842152,77.1379629,,Point,,node/8151145665,place_of_worship,,,,,Shiv Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rajdhani Enclave, Pitampura, Guru Harkishan Marg, Shree Nagar, Rajdhani Enclave, Shakurpur, Delhi,"
28.68398,77.1865668,,Point,,node/8151145666,place_of_worship,,,,,Arya Samaj Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashok Vihar Phase 3, A-127, Phase 3, Ashok Vihar III, Ashok Vihar, Delhi,"
28.6836328,77.132755,,Point,,node/8151145667,place_of_worship,,,,,Arya Samaj Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Multani Mohalla, Pitam Pura, Delhi,"
28.6835169,77.1717332,,Point,,node/8151145668,place_of_worship,,,,,Shiva Shakti,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shree Shani Navagraha Mandir, Block B, Nimri Colony, Ashok Vihar, Block B, Ashok Vihar IV, Ashok Vihar, New Delhi, Delhi"
28.68317,77.131376,,Point,,node/8151145669,place_of_worship,,,,,Shri Ram Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maharana Pratap Enclave, Rani Bagh, Shakur Basti Railway Colony, Railway Colony South, Shakur Basti, Delhi,"
28.6829674,77.1736794,,Point,,node/8151145670,place_of_worship,,,,,Sanatan Dharam Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phase 4, Block E, Nimri Colony, Ashok Vihar, Delhi,"
28.6826572,77.1692622,,Point,,node/8151145671,place_of_worship,,,,,Shri Gauri Shankar Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radha Krishna Mandir Main Rd, Block J, Ashok Vihar IV, Ashok Vihar, New Delhi, Delhi"
28.6826016,77.188831,,Point,,node/8151145672,place_of_worship,,,,,Sanatan Dharm Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bansilal Chauhan Marg, Shakti Nagar Extension, Ashok Vihar, Delhi,"
28.6825131,77.1735253,,Point,,node/8151145673,place_of_worship,,,,,Mandir,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"416, Phase 4, Delhi Admin Quarters, Nimri Colony, Ashok Vihar, New Delhi, Delhi"
28.682369,77.1341607,,Point,,node/8151145674,place_of_worship,,,,,Shree Hanuman Mandir-Raja Park,,,,,,,,,,hindu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raja Park, Shakur Basti, New Delhi, Delhi"
